职位	薪资	技能要求	工作地址	公司名	公司信息	发布时间	url	当前页数
iOS	10k-20k	ios开发要求招聘要求1、精通ios开发，能独立开发app;2、负责对公司app制定架构并迭代升级;3、熟练微信支付，支付宝支付等支付接口和第三方登陆接口;4、抗压能力强，能独立完成领导安排的工作;5、责任心强，勇于探索新技术;岗位职责1、负责公司app开发，并制定开发架构;2、深入理解iOSSDK，具有丰富的Objective-C，C/C++;3、2年以上iOS开发经验，能独立开发iOSApp；	北京 海淀区 紫竹桥	北京沐沦河商贸	互联网	发布于02月26日	/job_detail/72768a12616598941nJy0tm_EFM~.html	15
iOS	20k-40k	"工作内容：1、负责Boss直聘IOS开发；2、负责新产品的可行性研究及相关技术方案的研究和技术选型；3、根据研发过程中的体验对产品提出建议；4、研究新兴技术，满足产品需求；5、负责版本的系统设计、性能及内存调优工作。任职要求：1、两年以上iOS软件开发经验,熟练掌握Objective-C编程语言；2、熟练UI控件封装，熟悉网络编程、数据存储相关知识；3、熟练掌握iOS开发技术，包括但不限于内存管理、多线程、Runtime、网络编程等，熟练使用Xcode及相关调试工具；4、良好的编码习惯（主要是命名规范、代码注释），Git、SVN等代码共享软件的使用。5、211/985重点高校计算机科班出身优先。为客户匹配的每一份合适的岗位，也是一次次对我个人价值的肯定。"	北京 朝阳区 太阳宫	Boss直聘	人力资源服务	发布于02月27日	/job_detail/81a030e75e73c1d61HF639u1E1Y~.html	15
iOS	9k-14k	岗位描述：1、负责iOS客户端软件的产品开发与维护；2、完成客户端软件需求的整理和软件的设计；3、按照项目计划按时提交高质量的代码完成开发任务；4、规范和文档的编写、维护。岗位需求：1、统招本科以上学历，计算机相关专业，熟悉C、C++基础，熟悉OC语言2、对数据结构、基本算法熟练掌握，具备算法设计能力；3、具备快速学习能力及独立分析、设计、解决问题的能力；4、工作踏实认真，具有良好的沟通能力和团队合作精神，能承受起较高强度的工作压力。5、能够接受出差。	北京 朝阳区 朝外	CSII	计算机软件	发布于昨天	/job_detail/d95e512397633cf21XJ709S5E1M~.html	15
iOS	15k-30k	"岗位职责：1、负责应用开发iOS端的架构设计和管理工作；2、负责应用基础架构的设计和具体编码工作；3、参与、审核APP功能模块设计和进行具体编码工作；4、解决项目中遇到的核心技术难点，优化开发流程，指导代码重构；5、与产品和后端沟通功能设计，实现方案；6、向上沟汇报iOS开发进度；任职要求：1、了解ReactNative的实现原理，熟练掌握ES6,React;2、熟悉hybridapp开发模式；3、1-2年ReactNative开发经验；4、熟练使用HTML5,CSS,JAVASCRIPT开发跨平台（IOS、Android）项目；5、熟悉各种浏览器的兼容性调试技术；6、对Swift，OC有深入理解，对内存机制有深入理解，了解iphoneSDK以及开发流程；7、对iOS系统机制有深入了解，了解iOS系统核心组件运行机制，熟悉iOSUI相关组件的设计模式和编码方式；8、能够解决应用开发中遇到的关键问题；9、有一定的领导能力，善于沟通；"	北京 朝阳区 北苑	闲徕互娱	游戏	发布于06月04日	/job_detail/0a6ecfaccb68e4511n1y3Nq_FVY~.html	15
IOS	20k-21k	4~5年的Objective-CandXcode(iOSSDK)开发经验熟悉RESTful/SOAPWebService，会Swift是加分项英语：读听写熟练	北京 东城区 东单	东华博雅	计算机软件	发布于12月17日	/job_detail/fb46558e284623721Xd939u4GVc~.html	15
iOS	8k-13k	IOS开发工程师岗位职责：1、负责技术方案、与后端接口的设计工作。2、编写APP，完成设计功能以及测试。任职要求：1、统招大专及以上学历，具有一年以上iOS平台相关研发经验；2、使用Swift，熟悉iOS的内存管理机制和多线程开发；3、对于MVC框架或常见设计模式有自己的理解，并熟练使用，有良好的组织代码习惯。4、快速的学习能力，责任心强，思路清晰，思维敏捷，良好的英文资料阅读能力；5、能承担较大工作压力，具备良好的沟通能力和团队合作精神。	北京 朝阳区 望京	蓝涟科技	移动互联网	发布于12月10日	/job_detail/e154cf476a8037ad1XZ_0tm1GVE~.html	15
iOS	11k-15k	除了对ios需要比较熟悉外希望能力多元化一些有一些创造力需要较好的沟通能力	北京 海淀区 五道口	诺百爱	智能硬件	发布于02月25日	/job_detail/449c35252c92b2ea1HB92NS7F1c~.html	15
iOS	15k-30k	这是一个内推岗位IM相关职位描述：1、负责公司移动端产品研发，编写高质量的代码；2、设计良好的代码结构，不断迭代重构。职位要求：1、热爱编程，逻辑思维强，扎实的计算机基础，追求良好的用户体验；2、对工作负责，具备良好的沟通能力和优秀的团队协作能力；3、熟练掌握oc、swift；4、有优秀产品开发经验者优先；5、学历本科及以上。	北京 海淀区 学院路	今日头条	移动互联网	发布于11:04	/job_detail/88486511f317bfc31HF509W9FFI~.html	15
iOS	20k-35k	"职位描述负责iOSApp的开发，编写高质量的代码参与设计复杂业务架构，并主导客户端设计及实现基础技能1,熟悉UIKit,CoreData,APNs,多线程，ARC/MRC等技术2,深入理解iOSSDK，具有丰富的Objective-C或swift3,ios下有音频播放器工作经历4,良好的编程风格，扎实的编程基础和数据结构算法基础5,对APP架构，解耦方案等有一定的认知6,具备团队开发经验，熟练掌握Git等常见工具的使用7,习惯查阅英文资料，如Apple官方文档，StackOverflow等8,具有良好的沟通能力，团队精神，具有解决难题的钻研毅力和能力加分项参与开发过内容型IOSapp项目精通Swift玩Github，StackOverflow并有开源项目有上架个人作品"	北京 朝阳区 望京	ISTMEDIA 	广告营销	发布于03月01日	/job_detail/4202ab661e0dc3a31Hd809m5E1Q~.html	15
IOS开发工程师	20k-40k	"负责boss直聘-Bosshi产品的IOS开发。任职要求：1.三年以上iOS软件开发经验,熟练掌握Objective-C编程语言；2.熟练UI控件封装，熟悉网络编程、数据存储相关知识；3.熟练掌握iOS开发技术，包括但不限于内存管理、多线程、Runtime、网络编程等，熟练使用Xcode及相关调试工具；4.良好的编码习惯（主要是命名规范、代码注释），Git、SVN等代码共享软件的使用。"	北京 朝阳区 太阳宫	Boss直聘	人力资源服务	发布于02月20日	/job_detail/9395af88ae010b041HB52dm8FVA~.html	15
iOS	18k-25k	"1、	互联网教育产品iOS客户端的设计与开发2、	互联网教育产品iOS客户端代码维护和性能优化3、	参与项目技术方案的制定，研究行业前沿技术2.	职位要求技能要求:	1、	具有两年以上iOS平台相关研发经验，有社交类产品开发经验者优先2、	熟练使用Objective-C，熟悉iOS的内存管理机制和多线程开发，具有良好的C/C++语言基础3、	对于程序性能优化有一定经验，了解并使用面向接口开发模式，对http协议有一定了解，并可以熟练使用，熟悉XML/JSON数据结构4、	对于MVC框架或常见设计模式有自己的理解，并熟练使用，有良好的组织代码习惯5、	逻辑思维能力强，思路清晰，有创造性，有良好的英文资料阅读能力6、	求知欲强，有团队协作意识在线教育"	北京 海淀区 苏州街	新东方在线	在线教育	发布于09月26日	/job_detail/b9b17a9e5ccf8dd60nV62t8~.html	15
iOS	18k-25k	"岗位描述：-负责易企秀iOS客户端相关产品的研发，产品架构的改进及性能优化-负责新技术的学习、研究和应用，熟悉行业热门框架原理-负责优化iOS客户端现有功能，提升客户端用户体验岗位要求：1、本科及以上学历，4年以上的iOS开发经验2、精通Object-c开发语言,熟悉swift开发语言，熟悉runtime机制3、有C/C++开发经验者优先4、有数据结构及算法基础功底，较强的编程和解决问题的能力，掌握常用的设计模式5、熟悉iOS平台体系结构，熟悉各种UI控件，能够实现复杂的界面交互6、熟练掌握iOS平台下的高性能编程及性能调优7、对计算机基础知识、网络通讯有较好的理解、熟悉HTTP，TCP/IP网络协议8、对移动互联网产品有浓厚的兴趣，有产品意识，注重用户体验；学习能力强，善于交流，有团队合作精神"	北京 海淀区 万柳	易企秀	互联网	发布于11月14日	/job_detail/08489cb785cd6a8e1X183dm4EVQ~.html	15
IOS开发工程师	9k-14k	IOS工程师任职要求1、国家统招、非民办本科及以上学历，学信网可查；2、ios两年及以上开发经验；3、熟悉iOS架构和原理，iOS界面开发规范、AppStore流程规则。4、有SDK经验者优先。2019年2月11日及以后可入职。有意向者欢迎年前沟通面试。	北京 朝阳区 朝阳门	新致软件	计算机软件	发布于02月22日	/job_detail/718719c95a9cb4101HV_2d2-E1A~.html	15
iOS	8k-13k	一、岗位职责1．负责iOS系统平台上的客户端软件的产品开发；2．完成软件系统分析、代码的实现及开发文档的编写；3．根据产品需求，完成架构和模块设计、编码工作；4．分析并解决软件开发/运营过程中的技术问题；5．能按照项目计划，按时提交高质量的代码，完成开发任务；6．关注科技动态，能及时吸收最新移动技术并应用到产品中。二、任职要求1.熟练使用Objective-C/C/C++语言，熟悉Objective-C运行时机制；2.熟悉iOS开发，了解iOS运行机制，线程，RunLoop，各iOSFramework的使用；3.熟悉HTTP、TCP/IP、UDP协议，能熟练Socket编程、音视频相关编程；4.熟练编写定制UI；5.熟悉WebView如何与NativeApp如何交互，并定制相关解决方案；6.熟悉各种第三方API，如银联，微博，微信，友盟，环信，短信等；7.具备设计APP框架及设计SDK的能力；8.能够分析APP性能，并对APP进行调优；我们是一个充满能量的团队，在这里可以尽情的发挥您的潜能，欢迎您的加盟！中方信富是一家面向国内和国际资本市场，从事资本市场投资咨询相关服务业务的全国性投资管理咨询公司。斗牛财经是由公司的一款软件。致力于为用户提供客观全面的服务，通过视频教学和文字直播，实现投资者和分析师的零距离互动。。	北京 朝阳区 三里屯	中方信富	互联网金融	发布于02月11日	/job_detail/b4e14ef909197e141nx63Ni8ElY~.html	15
iOS	6k-10k	熟悉IOS和安卓系统运维工作时间灵活非京员工可提供北京市工作居住证名额	北京 东城区 建国门	非常时代	音乐/视频/阅读	发布于08月12日	/job_detail/aeae09a3a4c855c41XB_3Nm1EFo~.html	15
iOS实习生	5k-8k	"iOS实习生职责要求：1.	负责iOS客户端的开发工作，确保开发质量；2.	对技术保持热情，能够跟进最新的iOS版本和技术；3.	完成领导安排的其他工作。任职资格：1、有良好的Objective-C基础，了解Swift并能主动学习Swift相关技术2、熟悉常用的Foundation和UIKit组件3、熟悉多线程的应用4、了解常用的设计模式，对MVC，MVVM，VIPER等架构模式有一定的了解5、有一定的英文文档阅读能力，具备良好的自学能力和独立思考的能力6、能定位错误、异常和bug，有独立解决问题的能力"	北京  	万门教育	在线教育	发布于02月28日	/job_detail/179e5b83c2e6b8ee1HF73920ElE~.html	15
IOS开发工程师	14k-20k	负责IOS应用程序的设计、开发工作；负责相应模块设计文档编写；持续的优化相关的产品的质量、性能、用户体验。	北京  	中金公司	互联网金融	发布于10:31	/job_detail/a48e54b4f4f55d441HF-2dm-Elc~.html	15
IOS	15k-17k	"外派：巨人教育【IOS开发工程师】1人任职要求：1、本科以上学历，计算机相关专业优先。2、精通Objective-C，CocoaTouch框架和APP各类主流框架和开发模式；3、精通OSX/IOS下的并行开发、网络、内存管理、GUI开发；4、熟悉html,js,Web开发经验的优先;5、拥有良好的设计模式和思维，熟悉面向对象编程，图形界面开发；6、良好的编程习惯,代码结构清晰,命名规范;7、两年以上IOS项目研发经验；具有跨平台/多终端开发经验，有Cocoa-2dx等游戏引擎项目经验者优先；有教育/游戏行业经验者优先。"	北京 海淀区 中关村	北京能科瑞元有限公司	互联网	发布于02月21日	/job_detail/87733bb781a288b91HB-2tu7EFE~.html	16
iOS	30k-50k	iOS开发工程师职位描述：1、负责公司移动产品的研发，编写高质量的代码；2、和产品经理配合，深度参与手机产品需求讨论，功能定义等；3、设计良好的代码结构，不断迭代重构；4、领导并带领初级工程师共同完成研发任务。职位要求：1、有强烈的求知欲和进取心；2、具有扎实的编程工底，良好的设计能力和编程习惯；3、至少精通一门编程语言，熟练掌握Objective-C，熟悉Swift的优先；4、一年以上iOS开发经验，能独立开发iPhoneApp者先。	北京 海淀区 双榆树	今日头条	移动互联网	发布于12月17日	/job_detail/f761a192628f55a31HV-3tu1EFU~.html	16
iOS	8k-15k	iOS岗位职责：1.负责IOS客户端产品的设计、开发和维护工作，高效高质量的完成产品的开发工作；2.配合产品的设计及UI设计人员完成移动端功能实现；3.解决项目中的技术难题，提升研发团队技术能力；4.根据项目的需求按要求完成相关应用系统的开发，按时完成上级交办的其他任务。任职要求：1.统招本科以上学历，计算机相关专业；2、1年以上iOS实际开发经验，精通Objective-C，熟悉Swift；3、了解MVVM＋ReactiveCocoa4、精通iOS的设计规范、UI界面的深度定制、复杂交互界面的开发技巧；5、熟悉iOS下网络通信机制，多线程处理，代理，单例，Runtime原理，block，性能优化，对内存优化有深刻理解；6、熟练掌握CocoaPods，SVN，以及第三方工具的使用方法；7、熟悉iOS开发规范以及AppStore上架流程和规则；8、有高质量的GitHub和个人博客优先。	北京 海淀区 五道口	步长制药	医疗健康	发布于13:49	/job_detail/cd9878faa562603a1XR_2d28E1c~.html	16
iOS	18k-26k	ios高级(5年左右经验)岗位职责：1.负责app部分架构模块优化改进，新技术研究。2.负责app三版中部分重要功能的开发3.根据产品需求开发相关的移动产品；4.验证和修正测试中发现的问题；【任职要求】：1.三年以上iOS客户端开发经验；2.对iOS的架构、性能优化、内存优化、动画有深刻理解；3.精通Objective-C和Swift，熟悉常用开源库；4.精通UIKit、APNs、Autolayout、多线程、ARC/MRC、网络通信；5.精通纯代码开发，熟练使用xib、storyboard6.有大型app项目开发经验者优先。	北京 朝阳区 望京	牛电科技	智能硬件	发布于02月22日	/job_detail/a466087c998c22dd1nB82t61FlM~.html	16
iOS	22k-40k	"职位描述Mac/iOS高级开发工程师工作职责：1.负责音视频客户端SDK的Mac/iOS架构设计和技术研发工作。2.音视频流媒体引擎的针对Mac/iOS平台的架构优化和性能优化。职位要求：1.精通C/C++编程语言，精通Objective-C语言。2.熟悉Cocoa开发框架，熟练使用Mac/iOS相关开发工具。3.3年以上的音视频通信客户端开发经验。4.熟悉webRTC音视频引擎，有一定的优化经验。5.熟悉ffmpeg使用，有流媒体开发经验。6.有大型开源项目的二次开发经验，代码阅读能力强。7.开发过基于移动互联网的VoIP产品。8.责任心强,有团队合作精神。"	北京 东城区 北新桥	VIPKID	移动互联网	发布于03月01日	/job_detail/7eb09152ec9e55a21HF4092_F1M~.html	16
iOS	15k-25k	IOS高级开发工程师：岗位职责：1.负责移动端产品ios开发。2.参与既定需求分析、ios架构设计。3.负责ios具体模块设计及实现。4.定位、解决ios的bug，持续优化性能、效率，提升用户体验。5.制定App设计、开发的标准及规范，定期编写技术文档。任职资格：1、本科及以上学历，4年以上移动端ios设计与开发经验，精通iOS平台和框架原理；2、了解AppStore发布流程和审核要求，有2款以上实际ios上架经验。3、良好的编程习惯，精通数据结构和面向对象程序设计，有兴趣和能力编写高效而整洁的代码；4、精通Objective-C/Swift编程语言，良好的C、C++基础，良好的数据结构、算法基础；5、精通iOS自定义UI的实现、熟悉网络编程、数据存储等相关知识，熟悉ios的性能优化，对改进移动端用户体验有自己的见解，熟悉App安全防护策略；6、精通mvp/mvvm等模式，善于利用设计模式开发app。7、有ios第三方sdk使用的经验，比如推送、微信登录、语音处理、地图等；	北京  	协合新能源	数据服务	发布于02月13日	/job_detail/15231bb8c74b63fa1Hd-3d69GFU~.html	16
iOS	18k-35k	苏宁体育客户端ios开发基本条件:3年及以上工作经验学历要求统招本科及以上。不包括专升本不包括民办学校在职本科	北京 朝阳区 四惠	苏宁体育	互联网	发布于11月20日	/job_detail/3ca8b7599a1d5fc51nZ50926EVA~.html	16
ios	11k-19k	1、统招本科及以上学历，计算机及相关专业，非计算机专业需要计算机二级证书2、3年及以上ios实际项目开发经验，有金融银行实际开发经验者优先，3、工作地址：北京西局	北京  	京北方	计算机软件	发布于11月23日	/job_detail/1dcc958a5150a35c1HR429W7F1E~.html	16
iOS工程师	15k-30k	岗位职责：负责百度媒体云iOS/Android客户端的功能开发和性能优化；参与项目重点、难点的技术攻坚；学习并研究iOS/Android系统相关新技术，并应用到工作中。岗位要求：具有计算机相关专业本科及以上学历，2年以上移动端系统开发经验；熟悉Objective-C/C/C++/Android语言，有良好的编程风格；加分项有音视频开发经验者具备扎实的数据结构/算法基础；熟悉基于TCP/HTTP协议的网络协议；对待同事善于沟通，乐于协作；对待技术好学，灵活，乐于解决问题。国内领先的移动支付平台，一流的移动开发团队，始终坚信平凡人做不平凡事，为改变金融生态不断努力	北京 海淀区 上地	百度	互联网	发布于02月02日	/job_detail/3c037b5e89d31b5b1HNz3N68.html	16
iOS	20k-40k	1、负责开发和改进现有产品的用户体验，优化性能；2、负责iOS核心应用架构设计和核心开发实现；任职要求：1、至少2年以上OBJC语言编程经验；2、精通iOSSDK中的UI、网络、数据库、XML/JSON解析等开发技巧3、熟悉TCP/IP、SOCKET、HTTP等网络编程，熟悉VPN协议者优先；4、熟练掌握客户端混合开发技术，熟悉常用的hybrid混合开发框架；5、较强的产品意识，良好的沟通、协作、抗压能力	北京 海淀区 上地	网易	移动互联网	发布于11月13日	/job_detail/4fb19d844ad2e4ff1nx909W1GFo~.html	16
IOS	11k-14k	1、3年以上iOS开发经验2、具有扎实的Object-C语言基础、熟悉常用的系统组件和第三方控件3、熟练掌握iOS开发、测试、调优工具4、深入理解iOS中多线程、内存管理机制硬性要求：统招本科学历，学信网可查此岗位是驻场开发，工作地点稳定，大型项目。工作地址：地铁昌平线生命科学园附近FSIBU—文思海辉金融事业部，立足于中国金融行业，并以银行业为主业，以“为中国银行业提供卓越的、全面的解决方案和服务”为己任，专注于金融业软件与信息技术服务的综合性IT服务，其中包括应用软件、行业信息化解决方案、IT基础架构建设解决方案和增值服务等。	北京 昌平区 沙河	文思海辉	计算机软件	发布于03月02日	/job_detail/3e753c522cb60b321XR_2dq8FFo~.html	16
iOS	19k-22k	"岗位职责：1、完成软件系统代码的实现，编写代码注释和开发文档；2、辅助进行系统的功能定义,程序设计；3、根据设计文档或需求说明完成代码编写，调试，测试和维护；4、负责编写系统中的关键模块和关键算法的程序，并进行综合测试、修改、代码走查工作；5、负责系统的总体技术方案与系统设计，系统的质量控制；6、配合项目经理完成相关任务目标。iOS任职要求：1、本科及以上学历，计算机相关专业；2、具有丰富的手机软件架构设计经验和性能调优经验；3、熟练掌握各种分析工具，能根据产品需求分析并制定技术实施方案，编写设计开发及实现文档；4、掌握iOS中界面绘制、后台运行、数据存储、网络通信机制等的原理；5、精通UI设计，熟悉移动终端特性和开发特点，善于解决iOS平台各类常见问题；6、具备强烈的进取心和责任感,极强的学习能力及良好的团队合作精神；公司简介：东奥教育集团，始建于1998年，是中国会计教育的领航者。20年来，我们汇集业界名师，广招千万学员，用平台铺就跑道，用品质成就梦想！"	北京 海淀区 魏公村	东奥教育集团	在线教育	发布于05月28日	/job_detail/dabbe20531eabaf21XRz09y0F1A~.html	16
iOS	10k-20k	ios开发要求招聘要求1、精通ios开发，能独立开发app;2、负责对公司app制定架构并迭代升级;3、熟练微信支付，支付宝支付等支付接口和第三方登陆接口;4、抗压能力强，能独立完成领导安排的工作;5、责任心强，勇于探索新技术;岗位职责1、负责公司app开发，并制定开发架构;2、深入理解iOSSDK，具有丰富的Objective-C，C/C++;3、2年以上iOS开发经验，能独立开发iOSApp；	北京 海淀区 紫竹桥	北京沐沦河商贸	互联网	发布于02月26日	/job_detail/72768a12616598941nJy0tm_EFM~.html	16
iOS	20k-40k	"工作内容：1、负责Boss直聘IOS开发；2、负责新产品的可行性研究及相关技术方案的研究和技术选型；3、根据研发过程中的体验对产品提出建议；4、研究新兴技术，满足产品需求；5、负责版本的系统设计、性能及内存调优工作。任职要求：1、两年以上iOS软件开发经验,熟练掌握Objective-C编程语言；2、熟练UI控件封装，熟悉网络编程、数据存储相关知识；3、熟练掌握iOS开发技术，包括但不限于内存管理、多线程、Runtime、网络编程等，熟练使用Xcode及相关调试工具；4、良好的编码习惯（主要是命名规范、代码注释），Git、SVN等代码共享软件的使用。5、211/985重点高校计算机科班出身优先。为客户匹配的每一份合适的岗位，也是一次次对我个人价值的肯定。"	北京 朝阳区 太阳宫	Boss直聘	人力资源服务	发布于02月27日	/job_detail/81a030e75e73c1d61HF639u1E1Y~.html	16
iOS	9k-14k	岗位描述：1、负责iOS客户端软件的产品开发与维护；2、完成客户端软件需求的整理和软件的设计；3、按照项目计划按时提交高质量的代码完成开发任务；4、规范和文档的编写、维护。岗位需求：1、统招本科以上学历，计算机相关专业，熟悉C、C++基础，熟悉OC语言2、对数据结构、基本算法熟练掌握，具备算法设计能力；3、具备快速学习能力及独立分析、设计、解决问题的能力；4、工作踏实认真，具有良好的沟通能力和团队合作精神，能承受起较高强度的工作压力。5、能够接受出差。	北京 朝阳区 朝外	CSII	计算机软件	发布于昨天	/job_detail/d95e512397633cf21XJ709S5E1M~.html	16
iOS	15k-30k	"岗位职责：1、负责应用开发iOS端的架构设计和管理工作；2、负责应用基础架构的设计和具体编码工作；3、参与、审核APP功能模块设计和进行具体编码工作；4、解决项目中遇到的核心技术难点，优化开发流程，指导代码重构；5、与产品和后端沟通功能设计，实现方案；6、向上沟汇报iOS开发进度；任职要求：1、了解ReactNative的实现原理，熟练掌握ES6,React;2、熟悉hybridapp开发模式；3、1-2年ReactNative开发经验；4、熟练使用HTML5,CSS,JAVASCRIPT开发跨平台（IOS、Android）项目；5、熟悉各种浏览器的兼容性调试技术；6、对Swift，OC有深入理解，对内存机制有深入理解，了解iphoneSDK以及开发流程；7、对iOS系统机制有深入了解，了解iOS系统核心组件运行机制，熟悉iOSUI相关组件的设计模式和编码方式；8、能够解决应用开发中遇到的关键问题；9、有一定的领导能力，善于沟通；"	北京 朝阳区 北苑	闲徕互娱	游戏	发布于06月04日	/job_detail/0a6ecfaccb68e4511n1y3Nq_FVY~.html	16
IOS	20k-21k	4~5年的Objective-CandXcode(iOSSDK)开发经验熟悉RESTful/SOAPWebService，会Swift是加分项英语：读听写熟练	北京 东城区 东单	东华博雅	计算机软件	发布于12月17日	/job_detail/fb46558e284623721Xd939u4GVc~.html	16
iOS	8k-13k	IOS开发工程师岗位职责：1、负责技术方案、与后端接口的设计工作。2、编写APP，完成设计功能以及测试。任职要求：1、统招大专及以上学历，具有一年以上iOS平台相关研发经验；2、使用Swift，熟悉iOS的内存管理机制和多线程开发；3、对于MVC框架或常见设计模式有自己的理解，并熟练使用，有良好的组织代码习惯。4、快速的学习能力，责任心强，思路清晰，思维敏捷，良好的英文资料阅读能力；5、能承担较大工作压力，具备良好的沟通能力和团队合作精神。	北京 朝阳区 望京	蓝涟科技	移动互联网	发布于12月10日	/job_detail/e154cf476a8037ad1XZ_0tm1GVE~.html	16
iOS	11k-15k	除了对ios需要比较熟悉外希望能力多元化一些有一些创造力需要较好的沟通能力	北京 海淀区 五道口	诺百爱	智能硬件	发布于02月25日	/job_detail/449c35252c92b2ea1HB92NS7F1c~.html	16
iOS	15k-30k	这是一个内推岗位IM相关职位描述：1、负责公司移动端产品研发，编写高质量的代码；2、设计良好的代码结构，不断迭代重构。职位要求：1、热爱编程，逻辑思维强，扎实的计算机基础，追求良好的用户体验；2、对工作负责，具备良好的沟通能力和优秀的团队协作能力；3、熟练掌握oc、swift；4、有优秀产品开发经验者优先；5、学历本科及以上。	北京 海淀区 学院路	今日头条	移动互联网	发布于11:04	/job_detail/88486511f317bfc31HF509W9FFI~.html	16
iOS	20k-35k	"职位描述负责iOSApp的开发，编写高质量的代码参与设计复杂业务架构，并主导客户端设计及实现基础技能1,熟悉UIKit,CoreData,APNs,多线程，ARC/MRC等技术2,深入理解iOSSDK，具有丰富的Objective-C或swift3,ios下有音频播放器工作经历4,良好的编程风格，扎实的编程基础和数据结构算法基础5,对APP架构，解耦方案等有一定的认知6,具备团队开发经验，熟练掌握Git等常见工具的使用7,习惯查阅英文资料，如Apple官方文档，StackOverflow等8,具有良好的沟通能力，团队精神，具有解决难题的钻研毅力和能力加分项参与开发过内容型IOSapp项目精通Swift玩Github，StackOverflow并有开源项目有上架个人作品"	北京 朝阳区 望京	ISTMEDIA 	广告营销	发布于03月01日	/job_detail/4202ab661e0dc3a31Hd809m5E1Q~.html	16
IOS开发工程师	20k-40k	"负责boss直聘-Bosshi产品的IOS开发。任职要求：1.三年以上iOS软件开发经验,熟练掌握Objective-C编程语言；2.熟练UI控件封装，熟悉网络编程、数据存储相关知识；3.熟练掌握iOS开发技术，包括但不限于内存管理、多线程、Runtime、网络编程等，熟练使用Xcode及相关调试工具；4.良好的编码习惯（主要是命名规范、代码注释），Git、SVN等代码共享软件的使用。"	北京 朝阳区 太阳宫	Boss直聘	人力资源服务	发布于02月20日	/job_detail/9395af88ae010b041HB52dm8FVA~.html	16
iOS	18k-25k	"1、	互联网教育产品iOS客户端的设计与开发2、	互联网教育产品iOS客户端代码维护和性能优化3、	参与项目技术方案的制定，研究行业前沿技术2.	职位要求技能要求:	1、	具有两年以上iOS平台相关研发经验，有社交类产品开发经验者优先2、	熟练使用Objective-C，熟悉iOS的内存管理机制和多线程开发，具有良好的C/C++语言基础3、	对于程序性能优化有一定经验，了解并使用面向接口开发模式，对http协议有一定了解，并可以熟练使用，熟悉XML/JSON数据结构4、	对于MVC框架或常见设计模式有自己的理解，并熟练使用，有良好的组织代码习惯5、	逻辑思维能力强，思路清晰，有创造性，有良好的英文资料阅读能力6、	求知欲强，有团队协作意识在线教育"	北京 海淀区 苏州街	新东方在线	在线教育	发布于09月26日	/job_detail/b9b17a9e5ccf8dd60nV62t8~.html	16
iOS	18k-25k	"岗位描述：-负责易企秀iOS客户端相关产品的研发，产品架构的改进及性能优化-负责新技术的学习、研究和应用，熟悉行业热门框架原理-负责优化iOS客户端现有功能，提升客户端用户体验岗位要求：1、本科及以上学历，4年以上的iOS开发经验2、精通Object-c开发语言,熟悉swift开发语言，熟悉runtime机制3、有C/C++开发经验者优先4、有数据结构及算法基础功底，较强的编程和解决问题的能力，掌握常用的设计模式5、熟悉iOS平台体系结构，熟悉各种UI控件，能够实现复杂的界面交互6、熟练掌握iOS平台下的高性能编程及性能调优7、对计算机基础知识、网络通讯有较好的理解、熟悉HTTP，TCP/IP网络协议8、对移动互联网产品有浓厚的兴趣，有产品意识，注重用户体验；学习能力强，善于交流，有团队合作精神"	北京 海淀区 万柳	易企秀	互联网	发布于11月14日	/job_detail/08489cb785cd6a8e1X183dm4EVQ~.html	16
IOS开发工程师	9k-14k	IOS工程师任职要求1、国家统招、非民办本科及以上学历，学信网可查；2、ios两年及以上开发经验；3、熟悉iOS架构和原理，iOS界面开发规范、AppStore流程规则。4、有SDK经验者优先。2019年2月11日及以后可入职。有意向者欢迎年前沟通面试。	北京 朝阳区 朝阳门	新致软件	计算机软件	发布于02月22日	/job_detail/718719c95a9cb4101HV_2d2-E1A~.html	16
iOS	8k-13k	一、岗位职责1．负责iOS系统平台上的客户端软件的产品开发；2．完成软件系统分析、代码的实现及开发文档的编写；3．根据产品需求，完成架构和模块设计、编码工作；4．分析并解决软件开发/运营过程中的技术问题；5．能按照项目计划，按时提交高质量的代码，完成开发任务；6．关注科技动态，能及时吸收最新移动技术并应用到产品中。二、任职要求1.熟练使用Objective-C/C/C++语言，熟悉Objective-C运行时机制；2.熟悉iOS开发，了解iOS运行机制，线程，RunLoop，各iOSFramework的使用；3.熟悉HTTP、TCP/IP、UDP协议，能熟练Socket编程、音视频相关编程；4.熟练编写定制UI；5.熟悉WebView如何与NativeApp如何交互，并定制相关解决方案；6.熟悉各种第三方API，如银联，微博，微信，友盟，环信，短信等；7.具备设计APP框架及设计SDK的能力；8.能够分析APP性能，并对APP进行调优；我们是一个充满能量的团队，在这里可以尽情的发挥您的潜能，欢迎您的加盟！中方信富是一家面向国内和国际资本市场，从事资本市场投资咨询相关服务业务的全国性投资管理咨询公司。斗牛财经是由公司的一款软件。致力于为用户提供客观全面的服务，通过视频教学和文字直播，实现投资者和分析师的零距离互动。。	北京 朝阳区 三里屯	中方信富	互联网金融	发布于02月11日	/job_detail/b4e14ef909197e141nx63Ni8ElY~.html	16
